,ID,Gene,Description,Full,Ontology_id,Ontology_term,moduleColor
7098,Xele.ptg000025l.409,HIPP06,NA,Heavy metal-associated isoprenylated plant protein 7,"GO:0005730,GO:0016020,GO:0005515,GO:0008270,GO:0009910,GO:0071585""","nucleolus,membrane,protein binding,zinc ion binding,negative regulation of flower development,detoxification of cadmium ion",Cluster 8
7099,Xele.ptg000025l.415,PDC4,NA,"Acetolactate synthase 1, chloroplastic","GO:0005948,GO:0009507,GO:0000287,GO:0003984,GO:0005515,GO:0030976,GO:0050660,GO:0009097,GO:0009099,GO:0009635","acetolactate synthase complex,chloroplast,magnesium ion binding,acetolactate synthase activity,protein binding,thiamine pyrophosphate binding,flavin adenine dinucleotide binding,isoleucine biosynthetic process,valine biosynthetic process,response to herbicide",Cluster 7
7100,Xele.ptg000025l.418,MED30,Q9FMV4.1RecName,Mediator of RNA polymerase II transcription subunit 30,GO:0016592,mediator complex,Cluster 7
7101,Xele.ptg000025l.420,CBSCBSPB1,Q9FMV3.1RecName,CBS domain-containing protein CBSCBSPB1,GO:0016020,membrane,Cluster 5
7102,Xele.ptg000025l.425,At1g65750,P0C2F6.1RecName,Putative ribonuclease H protein At1g65750,NA,NA,Cluster 2
7103,Xele.ptg000025l.446,CHX21,NA,Cation/H(+) antiporter 15,"GO:0005886,GO:0015079,GO:0006813,GO:0006885,GO:0098655,GO:0098662""","plasma membrane,potassium ion transmembrane transporter activity,potassium ion transport,regulation of pH,monoatomic cation transmembrane transport,inorganic cation transmembrane transport",Cluster 5
7104,Xele.ptg000025l.449,NA,XP_022933447.1uncharacterized protein LOC111440860 isoform X1,NA,NA,NA,Cluster 2
7105,Xele.ptg000025l.451,NA,-,NA,NA,NA,Cluster 7
7106,Xele.ptg000025l.457,Z-ISO,NA,"15-cis-zeta-carotene isomerase, chloroplastic","GO:0031969,GO:0090471,GO:0016120","chloroplast membrane,9,15,9'-tri-cis-zeta-carotene isomerase activity,carotene biosynthetic process",Cluster 1
7107,Xele.ptg000025l.459,LOC105038863,XP_039133253.1uncharacterized protein LOC120270306,NA,NA,NA,Cluster 8
7108,Xele.ptg000025l.461,NA,-,NA,NA,NA,Cluster 2
7109,Xele.ptg000025l.467,PP2B8,NA,Protein PHLOEM PROTEIN 2-LIKE A1,"GO:0005737,GO:0012505,GO:0016787,GO:0043394,GO:0002213,GO:0009625,GO:0009863,GO:0009867,GO:0032260","cytoplasm,endomembrane system,hydrolase activity,proteoglycan binding,defense response to insect,response to insect,salicylic acid mediated signaling pathway,jasmonic acid mediated signaling pathway,response to jasmonic acid stimulus involved in jasmonic acid and ethylene-dependent systemic resistance",Cluster 8
7110,Xele.ptg000025l.470,MORF8,NA,"Organelle RRM domain-containing protein 1, chloroplastic","GO:0035198,GO:0010043,GO:0042803,GO:1901002,GO:0035197,GO:0003690,GO:0080156,GO:1900871,GO:0005763,GO:0003697,GO:0000166,GO:0009409,GO:0006858,GO:0005615,GO:0009507,GO:0000380,GO:0003727,GO:0003729,GO:1990428,GO:0016554,GO:0050688""","miRNA binding,response to zinc ion,protein homodimerization activity,positive regulation of response to salt stress,siRNA binding,double-stranded DNA binding,mitochondrial mRNA modification,chloroplast mRNA modification,mitochondrial small ribosomal subunit,single-stranded DNA binding,nucleotide binding,response to cold,extracellular transport,extracellular space,chloroplast,alternative mRNA splicing, via spliceosome,single-stranded RNA binding,mRNA binding,miRNA transport,cytidine to uridine editing,regulation of defense response to virus",Cluster 2
7111,Xele.ptg000025l.471,NANA,NA,Aspartyl protease APCB1,"GO:0010033,GO:0050794,GO:0004190,GO:0005515,GO:0005737,GO:0043231,GO:0044238,GO:0050832,GO:1901700,GO:0071704","response to organic substance,regulation of cellular process,aspartic-type endopeptidase activity,protein binding,cytoplasm,intracellular membrane-bounded organelle,primary metabolic process,defense response to fungus,response to oxygen-containing compound,organic substance metabolic process",Cluster 8
7112,Xele.ptg000025l.472,ALMT1,NA,Aluminum-activated malate transporter 9,"GO:0005886,GO:0012505,GO:0035618,GO:0005253,GO:0015140,GO:0006811,GO:0010044,GO:0016036,GO:0071423,GO:0090332""","plasma membrane,endomembrane system,root hair,monoatomic anion channel activity,malate transmembrane transporter activity,monoatomic ion transport,response to aluminum ion,cellular response to phosphate starvation,malate transmembrane transport,stomatal closure",Cluster 3
7113,Xele.ptg000025l.474,NA,-,NA,NA,NA,Cluster 2
7114,Xele.ptg000025l.475,AP1,NA,MADS-box transcription factor 27,"GO:0000978,GO:0000981,GO:0042803,GO:0007584,GO:0010440,GO:0010622,GO:0045944,GO:0048283,GO:0048316,GO:0048527,GO:0048578,GO:0071249""","RNA polymerase II cis-regulatory region sequence-specific DNA binding,DNA-binding transcription factor activity, RNA polymerase II-specific,protein homodimerization activity,response to nutrient,stomatal lineage progression,specification of ovule identity,positive regulation of transcription by RNA polymerase II,indeterminate inflorescence morphogenesis,seed development,lateral root development,positive regulation of long-day photoperiodism, flowering,cellular response to nitrate",Cluster 1
7115,Xele.ptg000025l.484,PIN9,NA,Probable auxin efflux carrier component 1c,"GO:0009925,GO:0009749,GO:0001666,GO:0045177,GO:0010315,GO:1901332,GO:0048767,GO:0000323,GO:0009921,GO:0009958,GO:0005515,GO:0048830,GO:0010329,GO:0010229,GO:0010105,GO:0010540""","basal plasma membrane,response to glucose,response to hypoxia,apical part of cell,auxin export across the plasma membrane,negative regulation of lateral root development,root hair elongation,lytic vacuole,auxin efflux carrier complex,positive gravitropism,protein binding,adventitious root development,auxin efflux transmembrane transporter activity,inflorescence development,negative regulation of ethylene-activated signaling pathway,basipetal auxin transport",Cluster 2
7116,Xele.ptg000025l.485,A0T2M3,NA,Probable calcium-binding protein CML18,"GO:0005777,GO:0015629,GO:0005509,GO:0042803,GO:0009408,GO:0009409,GO:0009612,GO:0009646,GO:0009733,GO:0009737,GO:0009909,GO:0042542,GO:0045087,GO:0048574,GO:0048767,GO:0051592,GO:0080164""","peroxisome,actin cytoskeleton,calcium ion binding,protein homodimerization activity,response to heat,response to cold,response to mechanical stimulus,response to absence of light,response to auxin,response to abscisic acid,regulation of flower development,response to hydrogen peroxide,innate immune response,long-day photoperiodism, flowering,root hair elongation,response to calcium ion,regulation of nitric oxide metabolic process",Cluster 1
7117,Xele.ptg000025l.486,NA,XP_020246560.1protein CMSS1,NA,NA,NA,Cluster 1
7118,Xele.ptg000025l.492,SULTR3,NA,Probable sulfate transporter 3.3,"GO:0005886,GO:0009507,GO:0005515,GO:0008271,GO:0015293,GO:0006817,GO:0009970,GO:1902358""","plasma membrane,chloroplast,protein binding,secondary active sulfate transmembrane transporter activity,symporter activity,phosphate ion transport,cellular response to sulfate starvation,sulfate transmembrane transport",Cluster 8
7119,Xele.ptg000025l.493,WAKL14,NA,Probable serine/threonine-protein kinase SIS8,"GO:1900150,GO:0090333,GO:0009651,GO:0009593,GO:0010182,GO:0046777,GO:0009658,GO:0009414,GO:0098581,GO:0002237,GO:0005769,GO:0005802,GO:0004713,GO:0008219,GO:0004712,GO:0097367,GO:0005829,GO:0035556,GO:0012510,GO:0042802,GO:2000031,GO:2000030,GO:0045995,GO:1900424,GO:0005886,GO:0002376,GO:0009723,GO:0009788,GO:0071244,GO:0002229,GO:0019199,GO:0004709,GO:0010200,GO:0010344","regulation of defense response to fungus,regulation of stomatal closure,response to salt stress,detection of chemical stimulus,sugar mediated signaling pathway,protein autophosphorylation,chloroplast organization,response to water deprivation,detection of external biotic stimulus,response to molecule of bacterial origin,early endosome,trans-Golgi network,protein tyrosine kinase activity,cell death,protein serine/threonine/tyrosine kinase activity,carbohydrate derivative binding,cytosol,intracellular signal transduction,trans-Golgi network transport vesicle membrane,identical protein binding,regulation of salicylic acid mediated signaling pathway,regulation of response to red or far red light,regulation of embryonic development,regulation of defense response to bacterium,plasma membrane,immune system process,response to ethylene,negative regulation of abscisic acid-activated signaling pathway,cellular response to carbon dioxide,defense response to oomycetes,transmembrane receptor protein kinase activity,MAP kinase kinase kinase activity,response to chitin,seed oilbody biogenesis",Cluster 8
7120,Xele.ptg000025l.506,ESP1,NA,Separase,"GO:0007059,GO:0022414""","chromosome segregation,reproductive process",Cluster 4
7121,Xele.ptg000025l.508,CYP707A7,NA,Abscisic acid 8'-hydroxylase 3,"GO:0016020,GO:0005506,GO:0010295,GO:0020037,GO:0051777,GO:0001578,GO:0009414,GO:0009733,GO:0009737,GO:0009835,GO:0009856,GO:0010114,GO:0010268,GO:0016125,GO:0016132,GO:0046345","membrane,iron ion binding,(+)-abscisic acid 8'-hydroxylase activity,heme binding,ent-kaurenoate oxidase activity,microtubule bundle formation,response to water deprivation,response to auxin,response to abscisic acid,fruit ripening,pollination,response to red light,brassinosteroid homeostasis,sterol metabolic process,brassinosteroid biosynthetic process,abscisic acid catabolic process",Cluster 5
7122,Xele.ptg000025l.510,SYP52,NA,Syntaxin-52,"GO:0005802,GO:0010008,GO:0005484,GO:0005515,GO:0015031,GO:0016192,GO:0061025""","trans-Golgi network,endosome membrane,SNAP receptor activity,protein binding,protein transport,vesicle-mediated transport,membrane fusion",Cluster 3
7123,Xele.ptg000025l.511,NRPE1,NA,"Protein DCL homolog, chloroplastic","GO:0000418,GO:0000419,GO:0005730,GO:0009507,GO:0016604,GO:0005515,GO:0016779,GO:0006306,GO:0009658,GO:0030422,GO:0035194,GO:0050832,GO:1901259","RNA polymerase IV complex,RNA polymerase V complex,nucleolus,chloroplast,nuclear body,protein binding,nucleotidyltransferase activity,DNA methylation,chloroplast organization,siRNA processing,regulatory ncRNA-mediated post-transcriptional gene silencing,defense response to fungus,chloroplast rRNA processing",Cluster 7
7124,Xele.ptg000025l.512,MO3,NA,"Zeaxanthin epoxidase, chloroplastic","GO:0009535,GO:0031969,GO:0052662,GO:0071949,GO:0009408,GO:0009414,GO:0009688,GO:0010182,GO:0016123,GO:0050891","chloroplast thylakoid membrane,chloroplast membrane,zeaxanthin epoxidase activity,FAD binding,response to heat,response to water deprivation,abscisic acid biosynthetic process,sugar mediated signaling pathway,xanthophyll biosynthetic process,multicellular organismal-level water homeostasis",Cluster 2
7125,Xele.ptg000025l.520,NA,-,NA,NA,NA,Cluster 7
7126,Xele.ptg000025l.523,NA,-,NA,NA,NA,Cluster 4
7127,Xele.ptg000025l.530,LOC109710939,XP_010926753.1uncharacterized protein LOC105048946 isoform X1,NA,NA,NA,Cluster 7
7128,Xele.ptg000025l.535,RPA2A,NA,Replication protein A 32 kDa subunit A,"GO:0005694,GO:0003677,GO:0005515,GO:0006281""","chromosome,DNA binding,protein binding,DNA repair",Cluster 7
7129,Xele.ptg000025l.537,NA,-,NA,NA,NA,Cluster 3
7130,Xele.ptg000025l.543,LOC103709084,NA,NA,"GO:0031261,GO:0003682,GO:0003688,GO:0003697,GO:0000727,GO:0006270,GO:0051301,GO:1902977""","DNA replication preinitiation complex,chromatin binding,DNA replication origin binding,single-stranded DNA binding,double-strand break repair via break-induced replication,DNA replication initiation,cell division,mitotic DNA replication preinitiation complex assembly",Cluster 2
7131,Xele.ptg000025l.548,At1g66480,Q6NLC8.1RecName,Uncharacterized protein At1g66480,GO:0009620,response to fungus,Cluster 4
7132,Xele.ptg000025l.552,ABCG18,NA,ABC transporter G family member STR,"GO:0009531,GO:0016020,GO:0085042,GO:0000166,GO:0005515,GO:0016787,GO:0042626,GO:0009414,GO:0009610,GO:0009725,GO:0010148,GO:0033993,GO:0036377,GO:0050789,GO:0055080,GO:0055085,GO:0071470,GO:0098771","secondary cell wall,membrane,periarbuscular membrane,nucleotide binding,protein binding,hydrolase activity,ATPase-coupled transmembrane transporter activity,response to water deprivation,response to symbiotic fungus,response to hormone,transpiration,response to lipid,arbuscular mycorrhizal association,regulation of biological process,monoatomic cation homeostasis,transmembrane transport,cellular response to osmotic stress,inorganic ion homeostasis",Cluster 5
7133,Xele.ptg000025l.558,PMEI11,NA,Pectinesterase inhibitor 9,"GO:0016787,GO:0046910,GO:0050793,GO:0071555,GO:0071669","hydrolase activity,pectinesterase inhibitor activity,regulation of developmental process,cell wall organization,plant-type cell wall organization or biogenesis",Cluster 2
7134,Xele.ptg000025l.560,GLU4,NA,Endoglucanase 6,"GO:0005576,GO:0008810,GO:0007389,GO:0009624,GO:0009828,GO:0010047,GO:0030245,GO:0042547,GO:1990059","extracellular region,cellulase activity,pattern specification process,response to nematode,plant-type cell wall loosening,fruit dehiscence,cellulose catabolic process,cell wall modification involved in multidimensional cell growth,fruit valve development",Cluster 2
7135,Xele.ptg000025l.571,MYOB5,A8DMN5.1RecName,Protein FLOURY 1,GO:0016020,membrane,Cluster 1
7136,Xele.ptg000025l.572,P52782,NA,Glutamine synthetase nodule isozyme,"GO:0005829,GO:0004356,GO:0005515,GO:0005524,GO:0006542,GO:0010150,GO:0042128","cytosol,glutamine synthetase activity,protein binding,ATP binding,glutamine biosynthetic process,leaf senescence,nitrate assimilation",Cluster 2
7137,Xele.ptg000025l.575,At1g12760,NA,E3 ubiquitin protein ligase RIE1,"GO:0005737,GO:0043231,GO:0005515,GO:0061630,GO:0006511,GO:0009793,GO:0016567,GO:0042631,GO:0065007,GO:0071218","cytoplasm,intracellular membrane-bounded organelle,protein binding,ubiquitin protein ligase activity,ubiquitin-dependent protein catabolic process,embryo development ending in seed dormancy,protein ubiquitination,cellular response to water deprivation,biological regulation,cellular response to misfolded protein",Cluster 6
7138,Xele.ptg000025l.577,At4g00893,Q9LXZ3.1RecName,F-box protein At3g56470,NA,NA,Cluster 7
7139,Xele.ptg000025l.582,CAM53,NA,Calmodulin,"GO:0005737,GO:0005874,GO:0005886,GO:0005509,GO:0019904,GO:0030234,GO:0005513,GO:0019722,GO:0050832""","cytoplasm,microtubule,plasma membrane,calcium ion binding,protein domain specific binding,enzyme regulator activity,detection of calcium ion,calcium-mediated signaling,defense response to fungus",Cluster 8
7140,Xele.ptg000025l.584,MAP65-1,NA,65-kDa microtubule-associated protein 7,"GO:0009524,GO:0009574,GO:0055028,GO:1990023,GO:0008017,GO:0046983,GO:0043622,GO:0048528""","phragmoplast,preprophase band,cortical microtubule,mitotic spindle midzone,microtubule binding,protein dimerization activity,cortical microtubule organization,post-embryonic root development",Cluster 2
7141,Xele.ptg000025l.586,XTH5,NA,Probable xyloglucan endotransglucosylase/hydrolase protein 28,"GO:0005576,GO:0016762,GO:0030247,GO:0033946,GO:0009414,GO:0009645,GO:0009733,GO:0009826,GO:0009831,GO:0009834,GO:0016998,GO:0030243","extracellular region,xyloglucan:xyloglucosyl transferase activity,polysaccharide binding,xyloglucan-specific endo-beta-1,4-glucanase activity,response to water deprivation,response to low light intensity stimulus,response to auxin,unidimensional cell growth,plant-type cell wall modification involved in multidimensional cell growth,plant-type secondary cell wall biogenesis,cell wall macromolecule catabolic process,cellulose metabolic process",Cluster 2
7142,Xele.ptg000025l.587,TAF15,NA,Formate--tetrahydrofolate ligase,"GO:0043231,GO:0003676,GO:0004329,GO:0005524,GO:0046872,GO:0035999","intracellular membrane-bounded organelle,nucleic acid binding,formate-tetrahydrofolate ligase activity,ATP binding,metal ion binding,tetrahydrofolate interconversion",Cluster 2
7143,Xele.ptg000025l.590,NA,XP_010910175.1uncharacterized protein LOC105036131 isoform X1,NA,NA,NA,Cluster 1
7144,Xele.ptg000025l.591,VIT1,NA,Vacuolar iron transporter 1,"GO:0005774,GO:0005381,GO:0005384,GO:0042803,GO:0046872,GO:0006880,GO:0030026,GO:0034755,GO:0071421""","vacuolar membrane,iron ion transmembrane transporter activity,manganese ion transmembrane transporter activity,protein homodimerization activity,metal ion binding,intracellular sequestering of iron ion,intracellular manganese ion homeostasis,iron ion transmembrane transport,manganese ion transmembrane transport",Cluster 1
7145,Xele.ptg000025l.600,LOC105041910,XP_008789214.2uncharacterized protein LOC103706774,NA,NA,NA,Cluster 2
7146,Xele.ptg000025l.603,NA,TKW41472.1hypothetical protein SEVIR_1G318500v2,NA,NA,NA,Cluster 1
7147,Xele.ptg000025l.604,NA,-,NA,NA,NA,Cluster 2
7148,Xele.ptg000025l.605,PCMP-A2,NA,Pentatricopeptide repeat-containing protein At4g39530,"GO:0009507,GO:0003729,GO:0004519,GO:0006396,GO:0006950,GO:0009266,GO:0009743,GO:0010102,GO:0016556,GO:1900864","chloroplast,mRNA binding,endonuclease activity,RNA processing,response to stress,response to temperature stimulus,response to carbohydrate,lateral root morphogenesis,mRNA modification,mitochondrial RNA modification",Cluster 2
7149,Xele.ptg000025l.607,KN,NA,Syntaxin-112,"GO:0005886,GO:0009504,GO:0009524,GO:0030133,GO:0006612,GO:0009860,GO:0010119,GO:0016192,GO:0061025""","plasma membrane,cell plate,phragmoplast,transport vesicle,protein targeting to membrane,pollen tube growth,regulation of stomatal movement,vesicle-mediated transport,membrane fusion",Cluster 2
7150,Xele.ptg000025l.608,DPL1,NA,Glutamate decarboxylase,"GO:0005829,GO:0004351,GO:0005516,GO:0030170,GO:0060090,GO:0006538","cytosol,glutamate decarboxylase activity,calmodulin binding,pyridoxal phosphate binding,molecular adaptor activity,glutamate catabolic process",Cluster 3
7151,Xele.ptg000025l.609,CYP90A3,NA,Cytochrome P450 90A3,"GO:0016020,GO:0005515,GO:0010012,GO:0016709,GO:0046872,GO:0080132,GO:0008203,GO:0009741,GO:0009821,GO:0009867,GO:0009911,GO:0010224,GO:0010268,GO:0010584,GO:0016132,GO:0016135,GO:0042814,GO:0048441,GO:0048657","membrane,protein binding,steroid 22-alpha hydroxylase activity,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen,metal ion binding,fatty acid alpha-hydroxylase activity,cholesterol metabolic process,response to brassinosteroid,alkaloid biosynthetic process,jasmonic acid mediated signaling pathway,positive regulation of flower development,response to UV-B,brassinosteroid homeostasis,pollen exine formation,brassinosteroid biosynthetic process,saponin biosynthetic process,monopolar cell growth,petal development,anther wall tapetum cell differentiation",Cluster 4
7152,Xele.ptg000025l.611,MAG,NA,DNA-3-methyladenine glycosylase,"GO:0003677,GO:0008725,GO:0043916,GO:0052821,GO:0052822,GO:0006284","DNA binding,DNA-3-methyladenine glycosylase activity,DNA-7-methylguanine glycosylase activity,DNA-7-methyladenine glycosylase activity,DNA-3-methylguanine glycosylase activity,base-excision repair",Cluster 8
7153,Xele.ptg000025l.612,At2g47060,NA,Probable protein kinase At2g41970,"GO:0019901,GO:0009860,GO:0048768,GO:0046777,GO:0004674,GO:0009626,GO:0002221,GO:0042742,GO:0005886,GO:0009789,GO:1900459,GO:0000287,GO:0005524,GO:0006979,GO:0005777,GO:0004715,GO:0005829,GO:1905393,GO:0010375,GO:0106310","protein kinase binding,pollen tube growth,root hair cell tip growth,protein autophosphorylation,protein serine/threonine kinase activity,plant-type hypersensitive response,pattern recognition receptor signaling pathway,defense response to bacterium,plasma membrane,positive regulation of abscisic acid-activated signaling pathway,positive regulation of brassinosteroid mediated signaling pathway,magnesium ion binding,ATP binding,response to oxidative stress,peroxisome,non-membrane spanning protein tyrosine kinase activity,cytosol,plant organ formation,stomatal complex patterning,protein serine kinase activity",Cluster 8
7154,Xele.ptg000025l.614,At3g28540,NA,AAA-ATPase At4g30250,"GO:0000304,GO:0009409,GO:0009617,GO:0009651,GO:0009737,GO:0051365""","response to singlet oxygen,response to cold,response to bacterium,response to salt stress,response to abscisic acid,cellular response to potassium ion starvation",Cluster 2
7155,Xele.ptg000025l.615,KIN7J,NA,"Kinesin-like protein KIN-7D, chloroplastic","GO:0005871,GO:0005874,GO:0009507,GO:0009524,GO:0000287,GO:0003777,GO:0005524,GO:0008017,GO:0016887,GO:0042803,GO:0043531,GO:0000919,GO:0007018,GO:0007112,GO:0009555,GO:0010245,GO:0031347","kinesin complex,microtubule,chloroplast,phragmoplast,magnesium ion binding,microtubule motor activity,ATP binding,microtubule binding,ATP hydrolysis activity,protein homodimerization activity,ADP binding,cell plate assembly,microtubule-based movement,male meiosis cytokinesis,pollen development,radial microtubular system formation,regulation of defense response",Cluster 2
7156,Xele.ptg000025l.616,104581616,NA,NA,"GO:0016020,GO:0009793,GO:0010431""","membrane,embryo development ending in seed dormancy,seed maturation",Cluster 10
7157,Xele.ptg000025l.620,LOX6,NA,Putative lipoxygenase 5,"GO:0009534,GO:0009570,GO:0016165,GO:0016166,GO:0046872,GO:1990136,GO:0008299,GO:0009555,GO:0009611,GO:0009617,GO:0009620,GO:0009644,GO:0009695,GO:0009737,GO:0009751,GO:0009753,GO:0009901,GO:0010193,GO:0010311,GO:0010597,GO:0031408,GO:0034440","chloroplast thylakoid,chloroplast stroma,linoleate 13S-lipoxygenase activity,phytoene dehydrogenase activity,metal ion binding,linoleate 9S-lipoxygenase activity,isoprenoid biosynthetic process,pollen development,response to wounding,response to bacterium,response to fungus,response to high light intensity,jasmonic acid biosynthetic process,response to abscisic acid,response to salicylic acid,response to jasmonic acid,anther dehiscence,response to ozone,lateral root formation,green leaf volatile biosynthetic process,oxylipin biosynthetic process,lipid oxidation",Cluster 7
7158,Xele.ptg000025l.621,LOC_Os10g25810,NA,Protein BIG GRAIN 1,"GO:0060918,GO:0010929,GO:0080113,GO:0009630,GO:0005886""","auxin transport,positive regulation of auxin mediated signaling pathway,regulation of seed growth,gravitropism,plasma membrane",Cluster 2
7159,Xele.ptg000025l.623,AMTR_s00024p00218080,NA,NA,"GO:0009523,GO:0019904,GO:0015979""","photosystem II,protein domain specific binding,photosynthesis",Cluster 2
7160,Xele.ptg000025l.624,RPA1A,NA,Replication protein A 70 kDa DNA-binding subunit A,"GO:0000785,GO:0005662,GO:0003684,GO:0005515,GO:0043047,GO:0046872,GO:0000724,GO:0006260,GO:0006289,GO:0007004,GO:0007141,GO:0009555,GO:0051026""","chromatin,DNA replication factor A complex,damaged DNA binding,protein binding,single-stranded telomeric DNA binding,metal ion binding,double-strand break repair via homologous recombination,DNA replication,nucleotide-excision repair,telomere maintenance via telomerase,male meiosis I,pollen development,chiasma assembly",Cluster 7
7161,Xele.ptg000025l.625,O48659,NA,Thermospermine synthase ACAULIS5,"GO:0005737,GO:0005515,GO:0008757,GO:0010487,GO:0016768,GO:0006596,GO:0009926,GO:0048759,GO:0050896","cytoplasm,protein binding,S-adenosylmethionine-dependent methyltransferase activity,thermospermine synthase activity,spermine synthase activity,polyamine biosynthetic process,auxin polar transport,xylem vessel member cell differentiation,response to stimulus",Cluster 2
7162,Xele.ptg000025l.627,ELF4,NA,Protein ELF4-LIKE 4,"GO:0000122,GO:0005667,GO:0009649,GO:0042803,GO:0009909,GO:0010017,GO:0042753,GO:0010114""","negative regulation of transcription by RNA polymerase II,transcription regulator complex,entrainment of circadian clock,protein homodimerization activity,regulation of flower development,red or far-red light signaling pathway,positive regulation of circadian rhythm,response to red light",Cluster 2
7163,Xele.ptg000025l.629,NA,-,NA,NA,NA,Cluster 2
7164,Xele.ptg000025l.630,LOC_Os03g59010,NA,Auxin-binding protein ABP19a,"GO:0005576,GO:0031012,GO:0046872,GO:0050829,GO:0050830,GO:0050832,GO:0070887,GO:2000280""","extracellular region,extracellular matrix,metal ion binding,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,defense response to fungus,cellular response to chemical stimulus,regulation of root development",Cluster 8
7165,Xele.ptg000025l.631,NA,XP_008786636.1uncharacterized protein LOC103704909,NA,NA,NA,Cluster 2
7166,Xele.ptg000025l.639,CHIL1,NA,Fatty-acid-binding protein 2,"GO:0009570,GO:0005504,GO:0071704""","chloroplast stroma,fatty acid binding,organic substance metabolic process",Cluster 1
7167,Xele.ptg000025l.640,CRSH2,NA,"Probable GTP diphosphokinase RSH2, chloroplastic","GO:0009507,GO:0005515,GO:0005524,GO:0005525,GO:0008728,GO:0008893,GO:0016301,GO:0009611,GO:0009737,GO:0010150,GO:0015970,GO:0015979,GO:0016310","chloroplast,protein binding,ATP binding,GTP binding,GTP diphosphokinase activity,guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity,kinase activity,response to wounding,response to abscisic acid,leaf senescence,guanosine tetraphosphate biosynthetic process,photosynthesis,phosphorylation",Cluster 3
7168,Xele.ptg000025l.642,MUCUNAIN,NA,Cysteine proteinase 2,"GO:0005615,GO:0005764,GO:0005886,GO:0010494,GO:0004197,GO:0031871,GO:0009555,GO:0009626,GO:0010623,GO:0016567,GO:0050832,GO:0051603,GO:0090333,GO:2001235","extracellular space,lysosome,plasma membrane,cytoplasmic stress granule,cysteine-type endopeptidase activity,proteinase activated receptor binding,pollen development,plant-type hypersensitive response,programmed cell death involved in cell development,protein ubiquitination,defense response to fungus,proteolysis involved in protein catabolic process,regulation of stomatal closure,positive regulation of apoptotic signaling pathway",Cluster 8
7169,Xele.ptg000025l.643,LOC103702052,XP_026658513.1exportin-T-like isoform X2,NA,NA,NA,Cluster 2
7170,Xele.ptg000025l.644,PBL17,NA,Serine/threonine-protein kinase RIPK,"GO:1901141,GO:0080141,GO:0080142,GO:1902458,GO:0046777,GO:0009620,GO:0004674,GO:0002221,GO:0005886,GO:1900426,GO:0005524,GO:0030957,GO:0031663,GO:0050777,GO:0106310","regulation of lignin biosynthetic process,regulation of jasmonic acid biosynthetic process,regulation of salicylic acid biosynthetic process,positive regulation of stomatal opening,protein autophosphorylation,response to fungus,protein serine/threonine kinase activity,pattern recognition receptor signaling pathway,plasma membrane,positive regulation of defense response to bacterium,ATP binding,Tat protein binding,lipopolysaccharide-mediated signaling pathway,negative regulation of immune response,protein serine kinase activity",Cluster 2
7171,Xele.ptg000025l.646,GG3,NA,Guanine nucleotide-binding protein subunit gamma 4,"GO:0005886,GO:0007186,GO:0009737,GO:0048450,GO:0080050""","plasma membrane,G protein-coupled receptor signaling pathway,response to abscisic acid,floral organ structural organization,regulation of seed development",Cluster 2
7172,Xele.ptg000025l.647,NA,XP_018674814.1PREDICTED: uncharacterized protein LOC103976086,NA,NA,NA,Cluster 5
7173,Xele.ptg000025l.648,NA,XP_008792855.1uncharacterized protein LOC103709336 isoform X1,NA,NA,NA,Cluster 7
7174,Xele.ptg000025l.649,LOC105053070,XP_008784333.2transmembrane protein 87B-like,NA,GO:0016020,membrane,Cluster 2
7175,Xele.ptg000025l.652,EXO70H1,NA,Exocyst complex component EXO70A1,"GO:0060178,GO:0090333,GO:0090059,GO:1901332,GO:0043621,GO:0006810,GO:0048759,GO:0005886,GO:0042545,GO:0009789,GO:1900426,GO:0009414,GO:0000145,GO:0052542,GO:0006955,GO:0070062,GO:0005829,GO:0031410,GO:0050832,GO:2000652""","regulation of exocyst localization,regulation of stomatal closure,protoxylem development,negative regulation of lateral root development,protein self-association,transport,xylem vessel member cell differentiation,plasma membrane,cell wall modification,positive regulation of abscisic acid-activated signaling pathway,positive regulation of defense response to bacterium,response to water deprivation,exocyst,defense response by callose deposition,immune response,extracellular exosome,cytosol,cytoplasmic vesicle,defense response to fungus,regulation of secondary cell wall biogenesis",Cluster 3
7176,Xele.ptg000025l.653,PCMP-E90,NA,Pentatricopeptide repeat-containing protein At4g33170,"GO:0009536,GO:0003723,GO:0006396,GO:0009240,GO:0016556,GO:0044281,GO:0099402,GO:1901135,GO:1905639""","plastid,RNA binding,RNA processing,isopentenyl diphosphate biosynthetic process,mRNA modification,small molecule metabolic process,plant organ development,carbohydrate derivative metabolic process,positive regulation of mitochondrial mRNA catabolic process",Cluster 9
7177,Xele.ptg000025l.656,SNM1,NA,DNA ligase 6,"GO:0002237,GO:0006303,GO:0006979,GO:0009409,GO:0009845,GO:0010225,GO:0015074,GO:0048316,GO:1904975,GO:2000685""","response to molecule of bacterial origin,double-strand break repair via nonhomologous end joining,response to oxidative stress,response to cold,seed germination,response to UV-C,DNA integration,seed development,response to bleomycin,positive regulation of cellular response to X-ray",Cluster 2
7178,Xele.ptg000025l.660,NA,XP_010937289.1uncharacterized protein LOC105056691,NA,NA,NA,Cluster 2
